,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_name,track_name,album_name,popularity
0,0.777,0.577,0,-5.595,1,0.0556,0.137,0.888,0.251,0.392,95.018,audio_features,72fuu9qDb0xXCH9vIaeJGa,spotify:track:72fuu9qDb0xXCH9vIaeJGa,https://api.spotify.com/v1/tracks/72fuu9qDb0xXCH9vIaeJGa,https://api.spotify.com/v1/audio-analysis/72fuu9qDb0xXCH9vIaeJGa,192000,4,ford.,Slack,(The) Evening,45
1,0.383,0.765,6,-7.295,1,0.0539,0.00371,6.08e-05,0.101,0.16,177.89,audio_features,1nzLNeyk835Q9h1zPS4gr9,spotify:track:1nzLNeyk835Q9h1zPS4gr9,https://api.spotify.com/v1/tracks/1nzLNeyk835Q9h1zPS4gr9,https://api.spotify.com/v1/audio-analysis/1nzLNeyk835Q9h1zPS4gr9,231910,4,ODESZA,Across The Room - Tycho Remix,Across The Room Remixes,54
2,0.683,0.485,7,-7.353,1,0.0715,0.598,0.132,0.117,0.674,81.743,audio_features,2tUqgzXUa4tqj2fRdPVtFX,spotify:track:2tUqgzXUa4tqj2fRdPVtFX,https://api.spotify.com/v1/tracks/2tUqgzXUa4tqj2fRdPVtFX,https://api.spotify.com/v1/audio-analysis/2tUqgzXUa4tqj2fRdPVtFX,160680,3,Baird,BITE,"BIRDSONGS, Vol. 2",14
3,0.807,0.395,1,-10.895,0,0.168,0.438,0.0,0.426,0.492,118.011,audio_features,6FTtegrz3J1fyhI1GKl4W2,spotify:track:6FTtegrz3J1fyhI1GKl4W2,https://api.spotify.com/v1/tracks/6FTtegrz3J1fyhI1GKl4W2,https://api.spotify.com/v1/audio-analysis/6FTtegrz3J1fyhI1GKl4W2,198444,4,AKA Block,3 Words,3 Words,47
4,0.857,0.486,10,-8.107,1,0.274,0.336,0.0,0.433,0.767,131.944,audio_features,7xlv2NG7uJhBce2ENwkIx0,spotify:track:7xlv2NG7uJhBce2ENwkIx0,https://api.spotify.com/v1/tracks/7xlv2NG7uJhBce2ENwkIx0,https://api.spotify.com/v1/audio-analysis/7xlv2NG7uJhBce2ENwkIx0,145355,4,Harris Rudman,Blisters,Missing Document,38
5,0.767,0.858,5,-2.716,0,0.0636,0.00135,3.04e-05,0.188,0.634,118.979,audio_features,3mvwfSbI3vM5mu7D9RDfFh,spotify:track:3mvwfSbI3vM5mu7D9RDfFh,https://api.spotify.com/v1/tracks/3mvwfSbI3vM5mu7D9RDfFh,https://api.spotify.com/v1/audio-analysis/3mvwfSbI3vM5mu7D9RDfFh,189075,4,Louis The Child,Self Care (with COIN),Self Care (with COIN),62
6,0.506,0.412,7,-5.64,1,0.137,0.667,0.0,0.0983,0.195,173.115,audio_features,0qynxleiY0wavOijAW9trC,spotify:track:0qynxleiY0wavOijAW9trC,https://api.spotify.com/v1/tracks/0qynxleiY0wavOijAW9trC,https://api.spotify.com/v1/audio-analysis/0qynxleiY0wavOijAW9trC,192827,3,Jessie Reyez,"Figures, a Reprise","Figures, a Reprise",58
7,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,audio_features,2hwOoMtWPtTSSn6WHV7Vp5,spotify:track:2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/tracks/2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/audio-analysis/2hwOoMtWPtTSSn6WHV7Vp5,209440,4,Mac Miller,Blue World,Circles,75
8,0.429,0.337,4,-8.405,1,0.0357,0.83,0.00165,0.124,0.166,154.649,audio_features,7749bzxCJXbVHGIZxnOPSg,spotify:track:7749bzxCJXbVHGIZxnOPSg,https://api.spotify.com/v1/tracks/7749bzxCJXbVHGIZxnOPSg,https://api.spotify.com/v1/audio-analysis/7749bzxCJXbVHGIZxnOPSg,371292,4,Briston Maroney,Rose,Carnival,48
9,0.395,0.332,4,-10.928,0,0.0404,0.854,0.0,0.179,0.189,115.722,audio_features,28QDpkxCdg9DPNAkQsf0dI,spotify:track:28QDpkxCdg9DPNAkQsf0dI,https://api.spotify.com/v1/tracks/28QDpkxCdg9DPNAkQsf0dI,https://api.spotify.com/v1/audio-analysis/28QDpkxCdg9DPNAkQsf0dI,156495,4,Tash Sultana,Seed (Intro),Flow State,43
10,0.48,0.626,5,-8.406,1,0.0294,0.266,5.7e-05,0.0857,0.542,75.63,audio_features,3QcuZo6WLcFkqqLmDs0d95,spotify:track:3QcuZo6WLcFkqqLmDs0d95,https://api.spotify.com/v1/tracks/3QcuZo6WLcFkqqLmDs0d95,https://api.spotify.com/v1/audio-analysis/3QcuZo6WLcFkqqLmDs0d95,199907,4,Jackson Browne,Doctor My Eyes,Jackson Browne (Saturate Before Using),68
11,0.655,0.606,7,-10.385,1,0.0285,0.0603,0.0789,0.0757,0.765,110.061,audio_features,608xszaAxVh4m7NcKJiAbF,spotify:track:608xszaAxVh4m7NcKJiAbF,https://api.spotify.com/v1/tracks/608xszaAxVh4m7NcKJiAbF,https://api.spotify.com/v1/audio-analysis/608xszaAxVh4m7NcKJiAbF,291686,4,Eagles,One of These Nights - 2013 Remaster,One of These Nights (2013 Remaster),70
12,0.681,0.454,7,-9.097,0,0.0564,0.103,5.53e-06,0.0981,0.684,60.955,audio_features,2pmhFZ2r4ZwIWjzCcf6cpT,spotify:track:2pmhFZ2r4ZwIWjzCcf6cpT,https://api.spotify.com/v1/tracks/2pmhFZ2r4ZwIWjzCcf6cpT,https://api.spotify.com/v1/audio-analysis/2pmhFZ2r4ZwIWjzCcf6cpT,221910,4,Scary Pockets,Don't You Want Me,Ups & Downs,42
13,0.268,0.829,7,-5.17,1,0.101,0.00107,0.0,0.157,0.351,199.886,audio_features,4kDgnKgZTX6puRz9EoNjle,spotify:track:4kDgnKgZTX6puRz9EoNjle,https://api.spotify.com/v1/tracks/4kDgnKgZTX6puRz9EoNjle,https://api.spotify.com/v1/audio-analysis/4kDgnKgZTX6puRz9EoNjle,165967,4,Machine Gun Kelly,title track,Tickets To My Downfall,73
14,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,audio_features,2pIAlUHOhM9ijF4kJr7ZNY,spotify:track:2pIAlUHOhM9ijF4kJr7ZNY,https://api.spotify.com/v1/tracks/2pIAlUHOhM9ijF4kJr7ZNY,https://api.spotify.com/v1/audio-analysis/2pIAlUHOhM9ijF4kJr7ZNY,139461,4,Machine Gun Kelly,my ex's best friend (with blackbear),Tickets To My Downfall (SOLD OUT Deluxe),67
15,0.706,0.483,1,-7.929,1,0.0393,0.547,1.94e-06,0.136,0.663,92.002,audio_features,2x5Frs6ts14U4MSLrQQlXg,spotify:track:2x5Frs6ts14U4MSLrQQlXg,https://api.spotify.com/v1/tracks/2x5Frs6ts14U4MSLrQQlXg,https://api.spotify.com/v1/audio-analysis/2x5Frs6ts14U4MSLrQQlXg,331827,4,Phony Ppl,Why iii Love The Moon.,Yesterday's Tomorrow,63
16,0.596,0.678,9,-5.18,1,0.0335,0.0199,0.004,0.418,0.259,117.066,audio_features,79MSEdtXuudhGhC5AtG07g,spotify:track:79MSEdtXuudhGhC5AtG07g,https://api.spotify.com/v1/tracks/79MSEdtXuudhGhC5AtG07g,https://api.spotify.com/v1/audio-analysis/79MSEdtXuudhGhC5AtG07g,99213,4,PARTYNEXTDOOR,Break from Toronto,PARTYNEXTDOOR,75
17,0.639,0.526,0,-6.697,1,0.0256,0.245,2.43e-05,0.25,0.488,130.033,audio_features,0MF5QHFzTUM2dYm6J7Vngt,spotify:track:0MF5QHFzTUM2dYm6J7Vngt,https://api.spotify.com/v1/tracks/0MF5QHFzTUM2dYm6J7Vngt,https://api.spotify.com/v1/audio-analysis/0MF5QHFzTUM2dYm6J7Vngt,216880,3,Ricky Montgomery,Mr Loverman,Montgomery Ricky,79
18,0.642,0.52,9,-7.886,1,0.0387,0.118,0.000509,0.552,0.488,136.014,audio_features,5CalS8Gn69OOrR9aiw0ZO9,spotify:track:5CalS8Gn69OOrR9aiw0ZO9,https://api.spotify.com/v1/tracks/5CalS8Gn69OOrR9aiw0ZO9,https://api.spotify.com/v1/audio-analysis/5CalS8Gn69OOrR9aiw0ZO9,196055,4,The Head and the Heart,Honeybee,Living Mirage,74
19,0.82,0.564,11,-5.497,1,0.0397,0.236,0.0,0.112,0.704,119.985,audio_features,1mupwOlwPPnX76edNnu2H1,spotify:track:1mupwOlwPPnX76edNnu2H1,https://api.spotify.com/v1/tracks/1mupwOlwPPnX76edNnu2H1,https://api.spotify.com/v1/audio-analysis/1mupwOlwPPnX76edNnu2H1,236808,4,Lime Cordiale,Waking Up Easy,Waking Up Easy,59
20,0.707,0.238,3,-8.818,1,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156,audio_features,1boXOL0ua7N2iCOUVI1p9F,spotify:track:1boXOL0ua7N2iCOUVI1p9F,https://api.spotify.com/v1/tracks/1boXOL0ua7N2iCOUVI1p9F,https://api.spotify.com/v1/audio-analysis/1boXOL0ua7N2iCOUVI1p9F,270847,3,Daniel Caesar,Japanese Denim,Get You - Single,75
21,0.776,0.626,6,-7.422,1,0.0331,0.0903,0.000137,0.0331,0.779,98.967,audio_features,2yERNlJ9hTqKNPtcfPvaCZ,spotify:track:2yERNlJ9hTqKNPtcfPvaCZ,https://api.spotify.com/v1/tracks/2yERNlJ9hTqKNPtcfPvaCZ,https://api.spotify.com/v1/audio-analysis/2yERNlJ9hTqKNPtcfPvaCZ,179191,4,Great Gable,All Day Long,Modern Interactions,44
22,0.804,0.5,0,-9.462,1,0.0657,0.535,0.000817,0.232,0.534,110.058,audio_features,63fj7dR4QGRHDHKZStUuAY,spotify:track:63fj7dR4QGRHDHKZStUuAY,https://api.spotify.com/v1/tracks/63fj7dR4QGRHDHKZStUuAY,https://api.spotify.com/v1/audio-analysis/63fj7dR4QGRHDHKZStUuAY,252893,4,Milky Chance,Bad Things,Blossom (Deluxe),49
23,0.944,0.514,5,-7.895,1,0.195,0.0684,0.00209,0.103,0.331,120.004,audio_features,5MChi9fdCbTIWDJPPUuuW6,spotify:track:5MChi9fdCbTIWDJPPUuuW6,https://api.spotify.com/v1/tracks/5MChi9fdCbTIWDJPPUuuW6,https://api.spotify.com/v1/audio-analysis/5MChi9fdCbTIWDJPPUuuW6,276785,4,Tom Misch,Beautiful Escape,Beat Tape 2,65
24,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,audio_features,5u1n1kITHCxxp8twBcZxWy,spotify:track:5u1n1kITHCxxp8twBcZxWy,https://api.spotify.com/v1/tracks/5u1n1kITHCxxp8twBcZxWy,https://api.spotify.com/v1/audio-analysis/5u1n1kITHCxxp8twBcZxWy,212093,4,Justin Bieber,Holy (feat. Chance The Rapper),Holy,95
25,0.849,0.362,2,-8.585,1,0.41,0.519,1.62e-05,0.233,0.419,81.143,audio_features,3UJS9aEUbtYO8kMl1IK1r3,spotify:track:3UJS9aEUbtYO8kMl1IK1r3,https://api.spotify.com/v1/tracks/3UJS9aEUbtYO8kMl1IK1r3,https://api.spotify.com/v1/audio-analysis/3UJS9aEUbtYO8kMl1IK1r3,237157,4,Healy,Reckless,Subluxe,69
26,0.415,0.456,0,-7.315,1,0.106,0.934,0.0,0.49,0.72,181.452,audio_features,5lCtzEEl2FxySHX4zR9yEf,spotify:track:5lCtzEEl2FxySHX4zR9yEf,https://api.spotify.com/v1/tracks/5lCtzEEl2FxySHX4zR9yEf,https://api.spotify.com/v1/audio-analysis/5lCtzEEl2FxySHX4zR9yEf,100750,3,Grady,kissing girls,a place we can always go.,53
27,0.817,0.487,0,-6.585,1,0.474,0.545,0.0,0.336,0.65,70.949,audio_features,0WQZG47PGOUzuQuMpB8gC0,spotify:track:0WQZG47PGOUzuQuMpB8gC0,https://api.spotify.com/v1/tracks/0WQZG47PGOUzuQuMpB8gC0,https://api.spotify.com/v1/audio-analysis/0WQZG47PGOUzuQuMpB8gC0,231602,4,99 Neighbors,Fuck No (feat. Brasstracks & PhiloSofie),Fuck No (feat. Brasstracks & PhiloSofie),62
28,0.544,0.487,7,-6.818,0,0.342,0.852,0.0,0.212,0.46,84.056,audio_features,76XO15BjyqdsFCRHXZnwxG,spotify:track:76XO15BjyqdsFCRHXZnwxG,https://api.spotify.com/v1/tracks/76XO15BjyqdsFCRHXZnwxG,https://api.spotify.com/v1/audio-analysis/76XO15BjyqdsFCRHXZnwxG,182361,4,Oscar Welsh,Get Yourself To Sleep,Get Yourself To Sleep,49
29,0.556,0.671,11,-6.366,0,0.0647,0.0319,0.000377,0.111,0.252,105.057,audio_features,3TxKtkCNR1yQARsvHxvNnP,spotify:track:3TxKtkCNR1yQARsvHxvNnP,https://api.spotify.com/v1/tracks/3TxKtkCNR1yQARsvHxvNnP,https://api.spotify.com/v1/audio-analysis/3TxKtkCNR1yQARsvHxvNnP,243536,4,Digital Farm Animals,Tokyo Nights,Tokyo Nights,53
30,0.599,0.585,9,-10.076,1,0.0554,0.108,0.000982,0.121,0.177,145.933,audio_features,0prDgONnOYjucz3LY4o5Te,spotify:track:0prDgONnOYjucz3LY4o5Te,https://api.spotify.com/v1/tracks/0prDgONnOYjucz3LY4o5Te,https://api.spotify.com/v1/audio-analysis/0prDgONnOYjucz3LY4o5Te,213699,4,NoMBe,Summer's Gone,They Might've Even Loved Me,62
31,0.493,0.344,2,-8.876,1,0.0381,0.752,0.000499,0.303,0.119,139.994,audio_features,4oYzwOTWpP3JTyKrTHJtqw,spotify:track:4oYzwOTWpP3JTyKrTHJtqw,https://api.spotify.com/v1/tracks/4oYzwOTWpP3JTyKrTHJtqw,https://api.spotify.com/v1/audio-analysis/4oYzwOTWpP3JTyKrTHJtqw,182686,3,Big Wild,Awaken,Superdream,62
32,0.866,0.575,7,-7.448,1,0.0316,0.247,1.68e-05,0.16,0.855,106.993,audio_features,4DwFueGoKtxXegVDUQx9eI,spotify:track:4DwFueGoKtxXegVDUQx9eI,https://api.spotify.com/v1/tracks/4DwFueGoKtxXegVDUQx9eI,https://api.spotify.com/v1/audio-analysis/4DwFueGoKtxXegVDUQx9eI,201178,4,Luke Mitrani,Turn Back the Time,Turn Back the Time,29
33,0.891,0.702,10,-8.83,1,0.0375,0.44,0.747,0.132,0.896,117.984,audio_features,7hqfgQOdAB2ItGYH4BcTtY,spotify:track:7hqfgQOdAB2ItGYH4BcTtY,https://api.spotify.com/v1/tracks/7hqfgQOdAB2ItGYH4BcTtY,https://api.spotify.com/v1/audio-analysis/7hqfgQOdAB2ItGYH4BcTtY,185593,4,Bay Ledges,New Daze,New Daze,31
34,0.424,0.504,2,-7.106,1,0.0273,0.277,8.99e-05,0.109,0.337,74.503,audio_features,1GS2SheXNceWYo3AzFX0d4,spotify:track:1GS2SheXNceWYo3AzFX0d4,https://api.spotify.com/v1/tracks/1GS2SheXNceWYo3AzFX0d4,https://api.spotify.com/v1/audio-analysis/1GS2SheXNceWYo3AzFX0d4,158107,4,Portugal. The Man,Tomorrow,Tomorrow (from “At home with the kids”),48
35,0.855,0.582,6,-5.813,0,0.0388,0.0197,0.0,0.0489,0.63,93.996,audio_features,3L39BPAGNdyM2wnHNr06aF,spotify:track:3L39BPAGNdyM2wnHNr06aF,https://api.spotify.com/v1/tracks/3L39BPAGNdyM2wnHNr06aF,https://api.spotify.com/v1/audio-analysis/3L39BPAGNdyM2wnHNr06aF,210271,4,Surfaces,Sail Away,Sail Away,63
36,0.547,0.816,8,-6.165,0,0.0624,0.0688,0.0,0.127,0.722,102.765,audio_features,2RUhtNBh43RtSg0WBPPq3m,spotify:track:2RUhtNBh43RtSg0WBPPq3m,https://api.spotify.com/v1/tracks/2RUhtNBh43RtSg0WBPPq3m,https://api.spotify.com/v1/audio-analysis/2RUhtNBh43RtSg0WBPPq3m,203507,4,The Kooks,Naive,Inside In / Inside Out,61
37,0.525,0.558,9,-9.132,1,0.379,0.259,9.19e-06,0.877,0.383,144.744,audio_features,6Q6L6tqFOt4r23XHLxukDh,spotify:track:6Q6L6tqFOt4r23XHLxukDh,https://api.spotify.com/v1/tracks/6Q6L6tqFOt4r23XHLxukDh,https://api.spotify.com/v1/audio-analysis/6Q6L6tqFOt4r23XHLxukDh,252265,4,Biskwiq,A First Date,Good Morning Say It Back,58
38,0.497,0.638,0,-6.564,1,0.0316,0.394,0.00249,0.133,0.569,82.285,audio_features,0OoODSk0hu4WWmi3yKbRP3,spotify:track:0OoODSk0hu4WWmi3yKbRP3,https://api.spotify.com/v1/tracks/0OoODSk0hu4WWmi3yKbRP3,https://api.spotify.com/v1/audio-analysis/0OoODSk0hu4WWmi3yKbRP3,339360,4,Dispatch,Midnight Lorry,"America, Location 12",56
39,0.515,0.431,4,-8.251,1,0.257,0.665,0.0,0.147,0.184,141.392,audio_features,7Gs3otHnZDq514kFHf0nx7,spotify:track:7Gs3otHnZDq514kFHf0nx7,https://api.spotify.com/v1/tracks/7Gs3otHnZDq514kFHf0nx7,https://api.spotify.com/v1/audio-analysis/7Gs3otHnZDq514kFHf0nx7,227809,4,Meek Mill,Blue Notes,DC4,64
40,0.766,0.71,5,-4.261,1,0.0428,0.248,0.0,0.335,0.453,111.971,audio_features,3Fc854cLvsxpBVVwrgG6mn,spotify:track:3Fc854cLvsxpBVVwrgG6mn,https://api.spotify.com/v1/tracks/3Fc854cLvsxpBVVwrgG6mn,https://api.spotify.com/v1/audio-analysis/3Fc854cLvsxpBVVwrgG6mn,171513,4,Surfaces,Sunday Best - Live,Sunday Best (Live),39
41,0.751,0.501,1,-7.529,0,0.0588,0.122,0.011,0.111,0.3,111.987,audio_features,5FxcDJENpjWY6lL9CnbHgc,spotify:track:5FxcDJENpjWY6lL9CnbHgc,https://api.spotify.com/v1/tracks/5FxcDJENpjWY6lL9CnbHgc,https://api.spotify.com/v1/audio-analysis/5FxcDJENpjWY6lL9CnbHgc,266289,4,BAYNK,go with u - Louis La Roche Remix,Someone’s EP II X,62
42,0.329,0.444,1,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279,audio_features,1170VohRSx6GwE6QDCHPPH,spotify:track:1170VohRSx6GwE6QDCHPPH,https://api.spotify.com/v1/tracks/1170VohRSx6GwE6QDCHPPH,https://api.spotify.com/v1/audio-analysis/1170VohRSx6GwE6QDCHPPH,282206,4,The Backseat Lovers,Kilby Girl,When We Were Friends,70
43,0.72,0.397,6,-6.975,1,0.0671,0.762,9.55e-06,0.0905,0.174,95.935,audio_features,2noMjX8RXQpegZnmQWe60B,spotify:track:2noMjX8RXQpegZnmQWe60B,https://api.spotify.com/v1/tracks/2noMjX8RXQpegZnmQWe60B,https://api.spotify.com/v1/audio-analysis/2noMjX8RXQpegZnmQWe60B,214375,4,Big Wild,6's to 9's - Analog Sessions,Superdream: Analog Sessions,48
44,0.813,0.497,10,-6.691,0,0.326,0.26,0.0,0.102,0.86,88.906,audio_features,1YsJwqe66K6wF6GZOkuMgV,spotify:track:1YsJwqe66K6wF6GZOkuMgV,https://api.spotify.com/v1/tracks/1YsJwqe66K6wF6GZOkuMgV,https://api.spotify.com/v1/audio-analysis/1YsJwqe66K6wF6GZOkuMgV,186067,4,Commonminds,The Wave,The Wave,52
45,0.714,0.663,8,-5.799,1,0.0694,0.145,0.0,0.264,0.64,95.497,audio_features,4DAaQ5InUO23d8yNRbB0Yj,spotify:track:4DAaQ5InUO23d8yNRbB0Yj,https://api.spotify.com/v1/tracks/4DAaQ5InUO23d8yNRbB0Yj,https://api.spotify.com/v1/audio-analysis/4DAaQ5InUO23d8yNRbB0Yj,206073,4,Big Wild,6's to 9's (feat. Rationale),Superdream,67
46,0.585,0.749,4,-10.312,1,0.457,0.384,0.000904,0.331,0.635,154.901,audio_features,42LnCxM5lWTdrWM48D1kIO,spotify:track:42LnCxM5lWTdrWM48D1kIO,https://api.spotify.com/v1/tracks/42LnCxM5lWTdrWM48D1kIO,https://api.spotify.com/v1/audio-analysis/42LnCxM5lWTdrWM48D1kIO,185806,4,Jstvz,Momento,Momento,3
47,0.792,0.495,11,-6.808,0,0.239,0.0391,0.00025,0.107,0.372,140.045,audio_features,1dlKvLFWIPh2QDGP6nDmoK,spotify:track:1dlKvLFWIPh2QDGP6nDmoK,https://api.spotify.com/v1/tracks/1dlKvLFWIPh2QDGP6nDmoK,https://api.spotify.com/v1/audio-analysis/1dlKvLFWIPh2QDGP6nDmoK,221206,4,JID,Hasta Luego,DiCaprio 2,23
48,0.743,0.515,8,-10.006,1,0.327,0.157,0.0,0.11,0.794,86.958,audio_features,2eQoYv7KZbMcN4OlyPTDiH,spotify:track:2eQoYv7KZbMcN4OlyPTDiH,https://api.spotify.com/v1/tracks/2eQoYv7KZbMcN4OlyPTDiH,https://api.spotify.com/v1/audio-analysis/2eQoYv7KZbMcN4OlyPTDiH,159310,4,Abhi The Nomad,Stay,Stay,37
49,0.593,0.751,4,-9.414,0,0.918,0.707,0.0,0.356,0.485,114.907,audio_features,5ZbJR1AfdOsvsYNuCvgqKX,spotify:track:5ZbJR1AfdOsvsYNuCvgqKX,https://api.spotify.com/v1/tracks/5ZbJR1AfdOsvsYNuCvgqKX,https://api.spotify.com/v1/audio-analysis/5ZbJR1AfdOsvsYNuCvgqKX,230632,4,Duckwrth,I'M DEAD,I'M UUGLY,58
50,0.642,0.887,9,-4.566,0,0.0563,0.00166,2.73e-05,0.0906,0.246,127.062,audio_features,3yXgttblOo006gd4eGOvw1,spotify:track:3yXgttblOo006gd4eGOvw1,https://api.spotify.com/v1/tracks/3yXgttblOo006gd4eGOvw1,https://api.spotify.com/v1/audio-analysis/3yXgttblOo006gd4eGOvw1,256582,4,The Jungle Giants,Heavy Hearted,Heavy Hearted,65
51,0.572,0.209,8,-10.413,1,0.0313,0.765,0.0,0.356,0.446,80.069,audio_features,5GUYJTQap5F3RDQiCOJhrS,spotify:track:5GUYJTQap5F3RDQiCOJhrS,https://api.spotify.com/v1/tracks/5GUYJTQap5F3RDQiCOJhrS,https://api.spotify.com/v1/audio-analysis/5GUYJTQap5F3RDQiCOJhrS,249668,4,Frank Ocean,Self Control,Blonde,74
52,0.713,0.565,7,-7.8,0,0.0351,0.0252,3.2e-06,0.633,0.705,130.047,audio_features,3DCU0R5FFaB9GKxZERb5wr,spotify:track:3DCU0R5FFaB9GKxZERb5wr,https://api.spotify.com/v1/tracks/3DCU0R5FFaB9GKxZERb5wr,https://api.spotify.com/v1/audio-analysis/3DCU0R5FFaB9GKxZERb5wr,208981,4,Lime Cordiale,Temper Temper,Permanent Vacation,61
53,0.567,0.779,4,-6.417,0,0.0504,0.203,7.23e-05,0.268,0.472,83.994,audio_features,6S1uChw6pG15PuQNoI3DNc,spotify:track:6S1uChw6pG15PuQNoI3DNc,https://api.spotify.com/v1/tracks/6S1uChw6pG15PuQNoI3DNc,https://api.spotify.com/v1/audio-analysis/6S1uChw6pG15PuQNoI3DNc,197815,4,Sticky Fingers,Cool & Calm,Yours To Keep,60
54,0.66,0.849,0,-5.97,1,0.0293,0.00458,0.00011,0.0877,0.836,102.005,audio_features,6jj5kO7tFT3ir8WbbVO0iU,spotify:track:6jj5kO7tFT3ir8WbbVO0iU,https://api.spotify.com/v1/tracks/6jj5kO7tFT3ir8WbbVO0iU,https://api.spotify.com/v1/audio-analysis/6jj5kO7tFT3ir8WbbVO0iU,218903,4,Sticky Fingers,Gold Snafu,Land Of Pleasure,62
55,0.884,0.539,1,-6.389,0,0.208,0.239,0.0,0.0805,0.776,85.008,audio_features,3f9Mzvd3URfbbIJBX4pz9Z,spotify:track:3f9Mzvd3URfbbIJBX4pz9Z,https://api.spotify.com/v1/tracks/3f9Mzvd3URfbbIJBX4pz9Z,https://api.spotify.com/v1/audio-analysis/3f9Mzvd3URfbbIJBX4pz9Z,146827,4,Dominic Fike,Phone Numbers,Phone Numbers,74
56,0.718,0.603,3,-6.278,1,0.0258,0.326,0.0,0.0781,0.474,108.074,audio_features,7xeJKKmWX8PT0N5jZccbVD,spotify:track:7xeJKKmWX8PT0N5jZccbVD,https://api.spotify.com/v1/tracks/7xeJKKmWX8PT0N5jZccbVD,https://api.spotify.com/v1/audio-analysis/7xeJKKmWX8PT0N5jZccbVD,177467,4,Shag Rock,Sunbleached Girl,Barefoot,58
57,0.714,0.338,4,-10.994,0,0.0456,0.93,0.00644,0.389,0.667,128.385,audio_features,4vju55Ag7apDL2CfotuE7Q,spotify:track:4vju55Ag7apDL2CfotuE7Q,https://api.spotify.com/v1/tracks/4vju55Ag7apDL2CfotuE7Q,https://api.spotify.com/v1/audio-analysis/4vju55Ag7apDL2CfotuE7Q,165067,4,Bobby Hebb,Sunny,Sunny,63
58,0.707,0.683,11,-7.275,0,0.274,0.0577,0.0,0.0658,0.451,129.922,audio_features,0DmnKmJpwUnHZHStMyJZkN,spotify:track:0DmnKmJpwUnHZHStMyJZkN,https://api.spotify.com/v1/tracks/0DmnKmJpwUnHZHStMyJZkN,https://api.spotify.com/v1/audio-analysis/0DmnKmJpwUnHZHStMyJZkN,217813,4,Towkio,Symphony,WWW.,36
59,0.74,0.62,10,-6.826,0,0.0399,0.0117,0.0,0.373,0.491,105.977,audio_features,4bzKnckkoLhwvTtWV3nir9,spotify:track:4bzKnckkoLhwvTtWV3nir9,https://api.spotify.com/v1/tracks/4bzKnckkoLhwvTtWV3nir9,https://api.spotify.com/v1/audio-analysis/4bzKnckkoLhwvTtWV3nir9,219120,4,Towkio,Hot Shit,WWW.,37
60,0.628,0.734,5,-6.035,0,0.13,0.0604,0.0,0.54,0.665,87.062,audio_features,4XseX48eNHfBNRzyCoBc9K,spotify:track:4XseX48eNHfBNRzyCoBc9K,https://api.spotify.com/v1/tracks/4XseX48eNHfBNRzyCoBc9K,https://api.spotify.com/v1/audio-analysis/4XseX48eNHfBNRzyCoBc9K,224082,4,Towkio,Heaven Only Knows,.WAV Theory,50
61,0.506,0.373,0,-9.473,1,0.0347,0.495,3.72e-05,0.324,0.195,121.268,audio_features,6yjKlmm7vOszkXEUku1EM1,spotify:track:6yjKlmm7vOszkXEUku1EM1,https://api.spotify.com/v1/tracks/6yjKlmm7vOszkXEUku1EM1,https://api.spotify.com/v1/audio-analysis/6yjKlmm7vOszkXEUku1EM1,362400,4,Billy Joel,New York State of Mind,Turnstiles,61
62,0.442,0.446,9,-11.354,0,0.786,0.278,0.0,0.308,0.295,51.539,audio_features,60ZZNXIdwgUGkVGRt7foLT,spotify:track:60ZZNXIdwgUGkVGRt7foLT,https://api.spotify.com/v1/tracks/60ZZNXIdwgUGkVGRt7foLT,https://api.spotify.com/v1/audio-analysis/60ZZNXIdwgUGkVGRt7foLT,161080,4,GoldLink,Late Night (feat. Masego),"And After That, We Didn't Talk",58
63,0.623,0.44,5,-8.216,1,0.0348,0.866,0.0675,0.0891,0.802,86.726,audio_features,4gi81cgaU0Xmek1IuOENM5,spotify:track:4gi81cgaU0Xmek1IuOENM5,https://api.spotify.com/v1/tracks/4gi81cgaU0Xmek1IuOENM5,https://api.spotify.com/v1/audio-analysis/4gi81cgaU0Xmek1IuOENM5,265587,4,The Marcus King Band,Rita Is Gone,The Marcus King Band,55
64,0.51,0.748,2,-5.955,1,0.0776,0.00964,0.00163,0.161,0.327,164.982,audio_features,5SRbCgZtJwjql6ITCrRmeV,spotify:track:5SRbCgZtJwjql6ITCrRmeV,https://api.spotify.com/v1/tracks/5SRbCgZtJwjql6ITCrRmeV,https://api.spotify.com/v1/audio-analysis/5SRbCgZtJwjql6ITCrRmeV,216045,3,Whethan,Upside Down (feat. Grouplove),Upside Down (feat. Grouplove),57
